Number of CPUs,Seconds,GFLOPS,Precision
1, , ,Single
1, , ,Double
2, 10.637948, 188.006179,Single
2, , ,Double
3, 7.125354, 280.687820,Single
3, 15.110244, 132.360533,Double
4, 5.477397, 365.136938,Single
4, 11.781769, 169.753794,Double
5, 4.283565, 466.900851,Single
5, 9.515389, 210.185845,Double
6, 3.872258, 516.494484,Single
6, 8.029142, 249.092632,Double
7, 3.092060, 646.817978,Single
7, 6.541243, 305.752289,Double
8, 2.855591, 700.380492,Single
8, 6.825025, 293.039214,Double
9, 2.676166, 747.337711,Single
9, 5.858508, 341.383855,Double
10, 2.490749, 802.971233,Single
10, 5.351467, 373.729329,Double
11, 2.107985, 948.773234,Single
11, 4.251370, 470.436643,Double
12, 2.065154, 968.450751,Single
12, 4.838156, 413.380675,Double
13, 2.058389, 971.633663,Single
13, 4.756472, 420.479723,Double
14, 1.850323, 1080.892148,Single
14, 4.184718, 477.929477,Double
15, 1.749358, 1143.276706,Single
15, 4.333929, 461.475035,Double
16, 1.622446, 1232.707023,Single
16, 4.617186, 433.164225,Double
17, 1.580672, 1265.284502,Single
17, 3.660031, 546.443473,Double
18, 1.548854, 1291.276980,Single
18, 3.813428, 524.462507,Double
19, 1.619881, 1234.658755,Single
19, 3.512473, 569.399451,Double
20, 1.427399, 1401.149506,Single
20, 3.470345, 576.311578,Double
21, 1.496004, 1336.894608,Single
21, 3.165380, 631.835717,Double
22, 1.441578, 1387.368146,Single
22, 2.975764, 672.096396,Double
23, 1.434595, 1394.121230,Single
23, 3.268641, 611.875064,Double
24, 1.271974, 1572.359070,Single
24, 2.911269, 686.985652,Double
25, 1.228182, 1628.422969,Single
25, 2.853815, 700.816249,Double
26, 1.237024, 1616.783023,Single
26, 2.773016, 721.236402,Double
27, 1.213126, 1648.632705,Single
27, 2.426936, 824.084325,Double
28, 1.230807, 1624.949596,Single
28, 2.546698, 785.330568,Double
29, 1.211426, 1650.946787,Single
29, 2.577525, 775.938022,Double
30, 1.196012, 1672.224546,Single
30, 2.830305, 706.637516,Double
31, 1.152019, 1736.081798,Single
31, 2.790707, 716.664261,Double
32, 1.127141, 1774.401634,Single
32, 2.360816, 847.164856,Double
33, 1.155266, 1731.203454,Single
33, 2.686957, 744.336562,Double
34, 1.290812, 1549.411876,Single
34, 2.684775, 744.941270,Double
35, 1.276510, 1566.771860,Single
35, 2.508487, 797.293359,Double
36, 1.512344, 1322.450830,Single
36, 2.542202, 786.719420,Double
37, 1.229141, 1627.152142,Single
37, 2.436001, 821.017643,Double
38, 1.236305, 1617.724117,Single
38, 2.958417, 676.037275,Double
39, 1.171697, 1706.925999,Single
39, 2.473521, 808.563866,Double
40, 1.332953, 1500.428023,Single
40, 2.354649, 849.383501,Double
41, 1.328473, 1505.488234,Single
41, 2.397705, 834.131097,Double
42, 1.514509, 1320.560393,Single
42, 2.389536, 836.982614,Double
43, 1.214619, 1646.607517,Single
43, 2.658863, 752.201275,Double
44, 1.272893, 1571.224134,Single
44, 2.378958, 840.704360,Double
45, 1.393975, 1434.746237,Single
45, 2.609663, 766.382351,Double
46, 1.102910, 1813.385286,Single
46, 2.339735, 854.797696,Double
47, 1.015241, 1969.976240,Single
47, 2.271783, 880.365815,Double
48, 1.110008, 1801.788749,Single
48, 2.275375, 878.976112,Double
49, 1.240691, 1612.005302,Single
49, 2.323635, 860.720312,Double
50, 1.376892, 1452.547113,Single
50, 2.311265, 865.326965,Double
51, 1.430251, 1398.356065,Single
51, 2.444349, 818.213602,Double
52, 1.397283, 1431.349529,Single
52, 2.558063, 781.841427,Double
53, 1.495173, 1337.638226,Single
53, 2.569648, 778.316791,Double
54, 1.614226, 1238.983690,Single
54, 2.364312, 845.912165,Double
55, 1.231498, 1624.038226,Single
55, 2.341761, 854.058047,Double
56, 1.330824, 1502.828268,Single
56, 2.357996, 848.177808,Double
57, 1.471110, 1359.517395,Single
57, 2.335686, 856.279534,Double
58, 1.500449, 1332.934027,Single
58, 2.254187, 887.238031,Double
59, 1.322406, 1512.394637,Single
59, 2.277100, 878.310158,Double
60, 1.236685, 1617.226951,Single
60, 2.277807, 878.037536,Double
61, 1.359707, 1470.904748,Single
61, 2.299933, 869.590514,Double
62, 1.062549, 1882.266438,Single
62, 2.248457, 889.498700,Double
63, 1.523394, 1312.858109,Single
63, 2.710690, 737.819565,Double
64, 1.167086, 1713.669872,Single
64, 2.265109, 882.959865,Double
65, 1.208837, 1654.483394,Single
65, 2.268087, 881.800254,Double
66, 1.418975, 1409.467980,Single
66, 2.490823, 802.947499,Double
67, 1.424441, 1404.059068,Single
67, 2.349572, 851.218737,Double
68, 1.568330, 1275.241526,Single
68, 2.630004, 760.455024,Double
69, 1.222661, 1635.776944,Single
69, 1.997528, 1001.237530,Double
70, 1.286033, 1555.169935,Single
70, 2.436736, 820.770183,Double
71, 1.392551, 1436.212718,Single
71, 2.316501, 863.371042,Double
72, 1.423150, 1405.333729,Single
72, 2.476695, 807.527892,Double
73, 1.457691, 1372.032579,Single
73, 2.453598, 815.129487,Double
74, 1.055847, 1894.214127,Single
74, 2.290274, 873.258059,Double
75, 1.539719, 1298.938162,Single
75, 2.536499, 788.488265,Double
76, 1.808662, 1105.789749,Single
76, 2.967626, 673.939388,Double
77, 1.224366, 1633.498052,Single
77, 2.214698, 903.057514,Double
78, 1.510962, 1323.660454,Single
78, 2.552071, 783.677321,Double
79, 1.576199, 1268.875133,Single
79, 2.524778, 792.148813,Double
80, 1.405850, 1422.626815,Single
80, 2.392986, 835.775837,Double
81, 1.332018, 1501.480742,Single
81, 2.380629, 840.114165,Double
82, 0.978125, 2044.727912,Single
82, 2.298512, 870.128341,Double
83, 1.077735, 1855.743564,Single
83, 2.192500, 912.200659,Double
84, 1.461660, 1368.307726,Single
84, 2.446761, 817.407069,Double
85, 1.186728, 1685.306299,Single
85, 2.287185, 874.437409,Double
86, 1.012759, 1974.804145,Single
86, 2.138955, 935.036045,Double
87, 1.178272, 1697.400542,Single
87, 2.358068, 848.151927,Double
88, 1.315234, 1520.642281,Single
88, 2.368774, 844.318553,Double
89, 1.238123, 1615.348871,Single
89, 2.370854, 843.578024,Double
90, 1.423073, 1405.409593,Single
90, 2.242767, 891.755695,Double
91, 1.226069, 1631.229377,Single
91, 2.309921, 865.830497,Double
92, 1.878213, 1064.841974,Single
92, 3.298683, 606.302667,Double
93, 1.132576, 1765.885528,Single
93, 2.334648, 856.660117,Double
94, 0.977015, 2047.052013,Single
94, 2.262805, 883.858744,Double
95, 1.203041, 1662.453158,Single
95, 2.344948, 852.897396,Double
96, 1.388267, 1440.645475,Single
96, 2.390157, 836.765236,Double
97, 1.311690, 1524.750052,Single
97, 2.440350, 819.554444,Double
98, 1.801467, 1110.206171,Single
98, 2.714583, 736.761401,Double
99, 2.755329, 725.866250,Single
99, 3.911159, 511.357418,Double
100, 1.674268, 1194.551926,Single
100, 2.488426, 803.720866,Double
101, 1.620622, 1234.094351,Single
101, 2.445455, 817.843816,Double
102, 1.825569, 1095.548992,Single
102, 2.830325, 706.632566,Double
103, 1.703935, 1173.754029,Single
103, 2.985250, 669.960556,Double
104, 1.340330, 1492.169987,Single
104, 2.490110, 803.177251,Double
105, 2.104011, 950.565171,Single
105, 3.293511, 607.254602,Double
106, 0.966288, 2069.775587,Single
106, 2.494418, 801.790087,Double
107, 0.941596, 2124.052777,Single
107, 2.228220, 897.577430,Double
108, 1.506034, 1327.991436,Single
108, 2.488667, 803.643228,Double
109, 1.323364, 1511.300091,Single
109, 2.452139, 815.614505,Double
110, 1.607716, 1244.000818,Single
110, 2.367254, 844.860681,Double
111, 1.149298, 1740.193368,Single
111, 2.395429, 834.923531,Double
112, 1.568171, 1275.371041,Single
112, 2.740503, 729.793016,Double
113, 1.997040, 1001.482338,Single
113, 2.959913, 675.695634,Double
114, 2.257507, 885.933047,Single
114, 3.410208, 586.474467,Double
115, 1.260029, 1587.264431,Single
115, 2.366063, 845.286114,Double
116, 2.927753, 683.117767,Single
116, 4.368381, 457.835473,Double
117, 3.170662, 630.783169,Single
117, 5.114779, 391.023726,Double
118, 0.893751, 2237.760923,Single
118, 2.256268, 886.419437,Double
119, 1.477154, 1353.955002,Single
119, 2.485003, 804.827961,Double
120, 1.691536, 1182.357256,Single
120, 2.713500, 737.055524,Double
121, 1.728638, 1156.980178,Single
121, 2.589650, 772.305244,Double
122, 0.852142, 2347.026289,Single
122, 2.340741, 854.430288,Double
123, 1.160825, 1722.912588,Single
123, 2.358593, 847.963247,Double
124, 2.555783, 782.539083,Single
124, 4.416904, 452.805808,Double
125, 2.400917, 833.014913,Single
125, 4.057039, 492.970421,Double
126, 1.311481, 1524.993743,Single
126, 2.439983, 819.677697,Double
127, 1.327137, 1507.003971,Single
127, 2.404077, 831.920136,Double
128, 1.679185, 1191.054325,Single
128, 3.145304, 635.868584,Double
